EAN,NAME,BRAND,SIZE,SPECIALITY,ANIMAL,FORMAT (kg),www.amazon.fr (FR),www.bitiba.es (ES),www.bitiba.fr (FR),www.centrodenutricioncanina.com (ES),www.croquetteland.com (FR),www.kiwoko.com (ES),www.medicanimal.com (ES),www.medicanimal.com (FR),www.medicanimal.com (UK),www.miscota.es (ES),www.miscota.fr (FR),www.telepienso.es (ES),www.tiendanimal.es (ES),www.tiendanimal.fr (FR),www.zooplus.es (ES),www.zooplus.fr (FR),www.wanimo.fr (FR),www.bypets.com (ES)
52742429601,Hill's SP Feline Adult Optimal Care Pollo 10kg,Hill's,,ADULT,CAT,10,,http://www.bitiba.es/shop/gatos/pienso/hills_feline_pienso_gatos/hills_feline_adult_pienso_gatos/380643,http://www.bitiba.fr/shop/chats/croquettes/hills_feline_croquettes_chat/hills_feline_adulte_croquettes_chat/340150,,,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=10161&category_id=MACTGR-CATS_WELLNESS_FOOD_HILLS_SCIENCE_PLAN&locale=es_ES,http://www.medicanimal.com/produit/~hills-science-plan-feline-adult-optimal-care-poulet/~product_id=10161/~category_id=MACTGR-CATS_WELLNESS_FOOD_HILLS_SCIENCE_PLAN,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=10161&category_id=MACTGR-CATS_WELLNESS_FOOD_HILLS_SCIENCE_PLAN&locale=en_GB,http://www.miscota.es/gatos/hills/adult-optimal-care-pollo,http://animaux.miscota.fr/chats/hills/adulte-optimal-care-poulet,,,,,http://www.zooplus.fr/shop/chats/croquettes_chat/hills_feline_croquettes_chat/hills_feline_adulte_croquettes_chat/15521,,
52742629308,Hill's SP Feline Kitten Pollo 10kg,Hill's,,KITTEN,CAT,10,,http://www.bitiba.es/shop/gatos/pienso/hills_feline_pienso_gatos/hills_feline_pienso_gatitos/380634,http://www.bitiba.fr/shop/chats/croquettes/hills_feline_croquettes_chat/hills_feline_chaton_croquettes_chat/340053,,,,,,,,,http://www.telepienso.com/products/hills-crecimiento-sano-con-pollo-kitten-gato,http://www.tiendanimal.es/hills-feline-kitten-pollo-p-233.html,http://www.tiendanimal.fr/hills-feline-kitten-poulet-p-233.html,,,,
52742873503,Hill's SP Feline Kitten Pollo 2kg,Hill's,,KITTEN,CAT,2,,http://www.bitiba.es/shop/gatos/pienso/hills_feline_pienso_gatos/hills_feline_pienso_gatitos/380634,http://www.bitiba.fr/shop/chats/croquettes/hills_feline_croquettes_chat/hills_feline_chaton_croquettes_chat/340053,,,http://www.kiwoko.com/hill-s-feline-kitten-pollo.html,,,,,,http://www.telepienso.com/products/hills-crecimiento-sano-con-pollo-kitten-gato,http://www.tiendanimal.es/hills-feline-kitten-pollo-p-233.html,http://www.tiendanimal.fr/hills-feline-kitten-poulet-p-233.html,,,,
52742670003,Hill's SP Feline Mature Adult 7+ Pollo 5kg,Hill's,,senior,CAT,5,,http://www.bitiba.es/shop/gatos/pienso/hills_feline_pienso_gatos/hills_feline_senior_pienso_gatos/380591,http://www.bitiba.fr/shop/chats/croquettes/hills_feline_croquettes_chat/hills_feline_senior_croquettes_chat/340054,,,,,,,,,,http://www.tiendanimal.es/hills-feline-mature-adult-active-longevity-pollo-p-6232.html,http://www.tiendanimal.fr/croquettes-hills-feline-mature-adulte-active-longevity-p-6232.html,http://www.zooplus.es/shop/tienda_gatos/pienso_gatos/hills/hills_senior/55501,http://www.zooplus.fr/shop/chats/croquettes_chat/hills_feline_croquettes_chat/hills_feline_senior_croquettes_chat/15630,,
52742935102,Hill's SP Feline Young Adult Sterilized Pollo 1.5kg,Hill's,,STERILIZED,CAT,1.5,,,,,http://www.croquetteland.com/hill-s-science-plan-chat-sterilised-young-adult-poulet.html,http://www.kiwoko.com/hill-7264.html,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=105136&category_id=MACTGR-CATS_WELLNESS_FOOD_HILLS_SCIENCE_PLAN&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=105136&category_id=MACTGR-CATS_WELLNESS_FOOD_HILLS_SCIENCE_PLAN&locale=fr_FR,http://www.medicanimal.com/product/~hills-science-plan-feline-young-adult-sterilised/~product_id=105136/~category_id=MACTGR-CATS_WELLNESS_FOOD_HILLS_SCIENCE_PLAN,,,,http://www.tiendanimal.es/hills-feline-young-adult-sterilised-pollo-p-5644.html,http://www.tiendanimal.fr/croquettes-hills-feline-young-adult-sterilised-poulet-p-5644.html,,,,
52742935409,Hill's SP Feline Young Adult Sterilized Pollo 3.5kg,Hill's,,STERILIZED,CAT,3.5,http://www.amazon.fr/Hills-Science-Plan-Croquettes-St%C3%A9rilised/dp/B003ZEN97O,,,,http://www.croquetteland.com/hill-s-science-plan-chat-sterilised-young-adult-poulet.html,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=105136&category_id=MACTGR-CATS_WELLNESS_FOOD_HILLS_SCIENCE_PLAN&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=105136&category_id=MACTGR-CATS_WELLNESS_FOOD_HILLS_SCIENCE_PLAN&locale=fr_FR,http://www.medicanimal.com/product/~hills-science-plan-feline-young-adult-sterilised/~product_id=105136/~category_id=MACTGR-CATS_WELLNESS_FOOD_HILLS_SCIENCE_PLAN,,,,http://www.tiendanimal.es/hills-feline-young-adult-sterilised-pollo-p-5644.html,http://www.tiendanimal.fr/croquettes-hills-feline-young-adult-sterilised-poulet-p-5644.html,,,,
52742935706,Hill's SP Feline Young Adult Sterilized Pollo 8kg,Hill's,,STERILIZED,CAT,8,,,,,http://www.croquetteland.com/hill-s-science-plan-chat-sterilised-young-adult-poulet.html,,,,,,,,http://www.tiendanimal.es/hills-feline-young-adult-sterilised-pollo-p-5644.html,http://www.tiendanimal.fr/croquettes-hills-feline-young-adult-sterilised-poulet-p-5644.html,,,,
52742609607,Hill's SP Mature Adult 7+ mini Pollo 7.5 kg,Hill's,MINI,SENIOR,DOG,7.5,,http://www.bitiba.es/shop/perros/pienso_perros/hills_science_plan_pienso_perro/hills_science_plan_senior_pienso_perro/374738,http://www.bitiba.fr/shop/chiens/croquettes/hills_science_plan_croquettes_chien/hills_science_plan_senior_croquettes_chien/341752,,,,,,,http://www.miscota.es/perros/hills/adult-mature-7-active-longevity-mini-pollo,http://animaux.miscota.fr/chiens/hills/adult-mature-7-active-longevity-mini-poulet,,,,,,,
52742927404,Hill's SP Mature Adult 7+ Raza Grande Pollo 12 kg,Hill's,MAXI,SENIOR,DOG,12,,http://www.bitiba.es/shop/perros/pienso_perros/hills_science_plan_pienso_perro/hills_science_plan_senior_pienso_perro/374739,http://www.bitiba.fr/shop/chiens/croquettes/hills_science_plan_croquettes_chien/hills_science_plan_senior_croquettes_chien/341672,,,http://www.kiwoko.com/hill-s-mature-pollo.html,,,,,,,,,,,,
52742927206,Hill's SP Mature Adult 7+ Raza Mediana Pollo 12 kg,Hill's,MED,SENIOR,DOG,12,,http://www.bitiba.es/shop/perros/pienso_perros/hills_science_plan_pienso_perro/hills_science_plan_senior_pienso_perro/374737,http://www.bitiba.fr/shop/chiens/croquettes/hills_science_plan_croquettes_chien/hills_science_plan_senior_croquettes_chien/341755,,,,,,,http://www.miscota.es/perros/hills/adult-mature-7-active-longevit-medium-pollo,http://animaux.miscota.fr/chiens/hills/adult-mature-7-active-longevity-medium-poulet,,,,http://www.zooplus.es/shop/tienda_perros/pienso_perros/hills/hills_senior/56364,http://www.zooplus.fr/shop/chiens/croquettes_chien/hills_science_plan_croquettes_chien/hills_science_plan_senior_croquettes_chien/15638,,
52742926407,Hill's SP Puppy Cordero y Arroz 12 kg,Hill's,CORDERO,PUPPY,DOG,12,,http://www.bitiba.es/shop/perros/pienso_perros/hills_science_plan_pienso_perro/hills_science_plan_junior_pienso_perro/374731,http://www.bitiba.fr/shop/chiens/croquettes/hills_science_plan_croquettes_chien/hills_science_plan_junior_croquettes_chien/341678,,,http://www.kiwoko.com/hill-s-puppy-cordero-y-arroz.html,,,,http://www.miscota.es/perros/hills/puppy-all-breeds-cordero-arroz,http://animaux.miscota.fr/chiens/hills/pour-chiots-toutes-races-agneau-et-riz,,http://www.tiendanimal.es/hills-canine-puppy-healthy-development-cordero-arroz-p-181.html,http://www.tiendanimal.fr/hills-science-plan-canine-puppy-agneau-p-181.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/hills/hills_puppy/56361,http://www.zooplus.fr/shop/chiens/croquettes_chien/hills_science_plan_croquettes_chien/hills_science_plan_junior_croquettes_chien/15200,,
52742891903,Hill's SP Puppy mini Pollo 7.5 kg,Hill's,MINI,PUPPY,DOG,7.5,,,,,http://www.croquetteland.com/hill-s-science-plan-chien-puppy-mini.html,http://www.kiwoko.com/hill-s-puppy-mini.html,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=10116&locale=es_ES,http://www.medicanimal.com/produit/~product_id=10116,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=10116&locale=en_GB,http://www.miscota.es/perros/hills/puppy-healthy-development-mini-pollo,http://animaux.miscota.fr/chiens/hills/puppy-healthy-development-mini-poulet,,http://www.tiendanimal.es/hills-canine-puppy-healthy-development-mini-pollo-p-179.html,http://www.tiendanimal.fr/hills-science-plan-canine-puppy-mini-poulet-p-179.html,,,,
52742926506,Hill's SP Puppy Raza Grande Pollo 12 kg,Hill's,MAXI,PUPPY,DOG,12,,http://www.bitiba.es/shop/perros/pienso_perros/hills_science_plan_pienso_perro/hills_science_plan_large_pienso_perros/374698,http://www.bitiba.fr/shop/chiens/croquettes/hills_science_plan_croquettes_chien/hills_science_plan_adulte_croquettes_chien/341659,http://www.centrodenutricioncanina.com/perro/pienso/hills/naturesbest/large-giant-puppy,,http://www.kiwoko.com/hills-puppy-razas-grandes-pollo-12kg-p-8628.html,,,,http://www.miscota.es/perros/hills/puppy-healthy-development-large-breed-pollo,http://animaux.miscota.fr/chiens/hills/puppy-healthy-development-grandes-races-poulet,http://www.telepienso.com/products/hills-vetessentials-puppy-large-breed,,,,,,
52742926308,Hill's SP Puppy Razas Medianas Pollo 12 kg,Hill's,MEDIUM,PUPPY,DOG,12,,http://www.bitiba.es/shop/perros/pienso_perros/hills_science_plan_pienso_perro/hills_science_plan_junior_pienso_perro/374728,http://www.bitiba.fr/shop/chiens/croquettes/hills_science_plan_croquettes_chien/hills_science_plan_junior_croquettes_chien/341680,http://www.centrodenutricioncanina.com/perro/pienso/hills/naturesbest/mini-medium-puppy,http://www.croquetteland.com/hill-s-science-plan-chien-puppy-poulet.html,http://www.kiwoko.com/hill-s-puppy-pollo.html,,,,http://www.miscota.es/perros/hills/natures-best-puppy-mini-medium,http://animaux.miscota.fr/chiens/hills/natures-best-puppy-mini-medium,,http://www.tiendanimal.es/hills-canine-puppy-healthy-development-medium-pollo-p-180.html,http://www.tiendanimal.fr/hills-science-plan-canine-puppy-poulet-p-180.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/hills/hills_puppy/56360,http://www.zooplus.fr/shop/chiens/croquettes_chien/hills_science_plan_croquettes_chien/hills_science_plan_junior_croquettes_chien/15198,,
649920313502,Orijen Adult 13.5 kg,Orijen,MEDIUM,ADULT,DOG,13,,,,,,http://www.kiwoko.com/orijen-adult-p-8813.html,,,,,,,,,,,,
649920113522,Orijen Puppy 13.5 kg,Orijen,MEDIUM,PUPPY,DOG,13,http://www.amazon.fr/Orijen-84013-Puppy-13-0-kg/dp/B00BM56Q7I,,,,,http://www.kiwoko.com/orijen-puppy.html,,,,,,,,,,,,
649920213512,Orijen Puppy Large 13.5 kg,Orijen,MAXI,PUPPY,DOG,13,,,,,,http://www.kiwoko.com/orijen-puppy-large-13kg.html,,,,,,,,,,,,
649920413592,Orijen Senior 13.5 kg,Orijen,MEDIUM,SENIOR,DOG,13,http://www.amazon.fr/Orijen-Croquettes-pour-chien-s%C3%A9nior/dp/B004QO23SS,,,,,http://www.kiwoko.com/orijen-senior.html,,,,,,,http://www.tiendanimal.es/orijen-canine-senior-alimentacion-natural-para-perros-p-4218.html,http://www.tiendanimal.fr/orijen-senior-p-4218.html,,,,
5998749110027,Pedigree Dentastix Razas Grandes 28 barritas,Pedigree,,,DOG,,http://www.amazon.fr/Pedigree-Dentastix-Hygi%C3%A8ne-Dentaire-B%C3%A2tonnets/dp/B005MM80TO,,http://www.bitiba.fr/shop/chiens/friandises_complements_alimentaires/friandises_soin_dentaire_chien/friandise_chien_pedigree/341895,,,http://www.kiwoko.com/pack-pedigree-denta-stix-p-9046.html,,,,http://www.miscota.es/perros/pedigree/dentastix-25-kg,http://animaux.miscota.fr/chiens/pedigree/dentastix-25-kg,,,,,,,
5998749109113,Pedigree Dentastix Razas Grandes 7 barritas,Pedigree,,,DOG,,http://www.amazon.fr/Pedigree-dentastix-grand-chien-7sticks/dp/B001MZYHL0,,http://www.bitiba.fr/shop/chiens/friandises_complements_alimentaires/friandises_soin_dentaire_chien/friandise_chien_pedigree/341985,,,http://www.kiwoko.com/pedigree-denta-stix-p-9045.html,http://www.medicanimal.com/producto/~pedigree-dentastix/~product_id=104473/~category_id=MACTGR-DOGS_WELLNESS_FOOD_PEDIGREE,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=104473&category_id=MACTGR-DOGS_WELLNESS_FOOD_PEDIGREE&locale=fr_FR,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=104473&category_id=MACTGR-DOGS_WELLNESS_FOOD_PEDIGREE&locale=en_GB,http://www.miscota.es/perros/pedigree/dentastix-25-kg,http://animaux.miscota.fr/chiens/pedigree/dentastix-25-kg,,,,,,,
5998749107898,Pedigree Dentastix Razas Medianas 28 barritas,Pedigree,,,DOG,,,,,,,http://www.kiwoko.com/pack-pedigree-denta-stix-p-9046.html,,,,,http://animaux.miscota.fr/chiens/pedigree/dentastix-chien-10-25-kg,,http://www.tiendanimal.es/pedigree-denta-stix-para-perros-medianos-p-6535.html,http://www.tiendanimal.fr/pedigree-dental-stix-pour-chiens-taille-moyenne-p-6535.html,,,,
5010394984584,Pedigree Dentastix Razas Medianas 7 barritas,Pedigree,,,DOG,,http://www.amazon.fr/Pedigree-Dentastix-Medium-Dog-Size/dp/B004G92C6G,,http://www.bitiba.fr/shop/chiens/friandises_complements_alimentaires/friandises_soin_dentaire_chien/friandise_chien_pedigree/341986,,,,http://www.medicanimal.com/producto/~pedigree-dentastix/~product_id=104473/~category_id=MACTGR-DOGS_WELLNESS_FOOD_PEDIGREE,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=104473&category_id=MACTGR-DOGS_WELLNESS_FOOD_PEDIGREE&locale=fr_FR,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=104473&category_id=MACTGR-DOGS_WELLNESS_FOOD_PEDIGREE&locale=en_GB,,http://animaux.miscota.fr/chiens/pedigree/dentastix-chien-10-25-kg,,http://www.tiendanimal.es/pedigree-denta-stix-para-perros-medianos-p-6535.html,http://www.tiendanimal.fr/pedigree-dental-stix-pour-chiens-taille-moyenne-p-6535.html,,,,
5998749110720,Pedigree Dentastix Razas Peque̱as 28 barritas,Pedigree,,,DOG,,,,,,,,,,,http://www.miscota.es/perros/pedigree/dentastix-perro-5-10-kg,http://animaux.miscota.fr/chiens/pedigree/dentastix-chien-10-25-kg,,http://www.tiendanimal.es/pedigree-denta-stix-para-perros-pequenos-p-6534.html,http://www.tiendanimal.fr/pedigree-denta-stix-pour-petits-chiens-p-6534.html,,,,
5010394984577,Pedigree Dentastix Razas Peque̱as 7 barritas,Pedigree,,,DOG,,http://www.amazon.fr/Pedigree-Dentastix-Small-Pack-Size/dp/B005SZJSS2,,http://www.bitiba.fr/shop/chiens/friandises_complements_alimentaires/friandises_soin_dentaire_chien/friandise_chien_pedigree/341987,,,,http://www.medicanimal.com/producto/~pedigree-dentastix/~product_id=104473/~category_id=MACTGR-DOGS_WELLNESS_FOOD_PEDIGREE,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=104473&category_id=MACTGR-DOGS_WELLNESS_FOOD_PEDIGREE&locale=fr_FR,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=104473&category_id=MACTGR-DOGS_WELLNESS_FOOD_PEDIGREE&locale=en_GB,http://www.miscota.es/perros/pedigree/dentastix-perro-5-10-kg,http://animaux.miscota.fr/chiens/pedigree/dentastix-chien-10-25-kg,,http://www.tiendanimal.es/pedigree-denta-stix-para-perros-pequenos-p-6534.html,http://www.tiendanimal.fr/pedigree-denta-stix-pour-petits-chiens-p-6534.html,,,,
3182550719766,Royal Canin Boxer 26,Royal Canin,MAXI,BREED,DOG,12,http://www.amazon.fr/Royal-Canin-Breed-Nutrition-Boxer/dp/B001MZWUIM,,,http://www.centrodenutricioncanina.com/perro/pienso/royal-canin/razas/boxer-26-adult,http://www.croquetteland.com/royal-canin-race-boxer-adult.html,http://www.kiwoko.com/royal-canin-boxer.html,,,,,,,http://www.tiendanimal.es/royal-canin-boxer-adult-p-71.html,http://www.tiendanimal.fr/royal-canin-boxer-adult-p-71.html,,,,
3182550719766,Royal Canin Boxer 26 12 kg,Royal Canin,MAXI,BREED,DOG,12,http://www.amazon.fr/Royal-Canin-Breed-Nutrition-Boxer/dp/B001MZWUIM,http://www.bitiba.es/shop/perros/pienso_perros/royal_canin_breed_pienso_perro/pienso_perros_raza_grande/375440,http://www.bitiba.fr/shop/chiens/croquettes/royal_canin_breed_croquettes_chien/grands_chiens/342174,http://www.centrodenutricioncanina.com/perro/pienso/royal-canin/razas/boxer-26-adult,http://www.croquetteland.com/royal-canin-race-boxer-adult.html,http://www.kiwoko.com/royal-canin-boxer.html,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=5148&category_id=MACTGR-DOGS_WELLNESS_FOOD_ROYAL_CANIN_BREED_HEALTH_NUTRITION&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=5148&category_id=MACTGR-DOGS_WELLNESS_FOOD_ROYAL_CANIN_BREED_HEALTH_NUTRITION&locale=fr_FR,http://www.medicanimal.com/product/~royal-canin-boxer-adult/~product_id=5148/~category_id=MACTGR-DOGS_WELLNESS_FOOD_ROYAL_CANIN_BREED_HEALTH_NUTRITION,http://www.miscota.es/perros/royal-canin/boxer-adult,http://animaux.miscota.fr/chiens/royal-canin/boxer-adult,http://www.telepienso.com/products/royal-canin-boxer-adulto,http://www.tiendanimal.es/royal-canin-boxer-adult-p-71.html,http://www.tiendanimal.fr/royal-canin-boxer-adult-p-71.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/royal_canin_perros_raza/boxer/56405,http://www.zooplus.fr/shop/chiens/croquettes_chien/royal_canin_breed_croquettes_chien/boxer_croquettes_royal_canin/15836,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/royal-canin-breed-boxer-adult-kg-sf371/,
3182550719803,Royal Canin Bulldog 24 12 kg,Royal Canin,MEDIUM,BREED,DOG,12,http://www.amazon.fr/Croquettes-Bulldog-24-Royal-Canin/dp/B00ENZALRA,http://www.bitiba.es/shop/perros/pienso_perros/royal_canin_breed_pienso_perro/pienso_perros_raza_mediana/375442,http://www.bitiba.fr/shop/chiens/croquettes/royal_canin_breed_croquettes_chien/chiens_moyens/342165,http://www.centrodenutricioncanina.com/perro/pienso/royal-canin/razas/bulldog-24,http://www.croquetteland.com/royal-canin-race-bulldog-adult.html,http://www.kiwoko.com/royal-canin-bulldog.html,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=1000112386&category_id=MACTGR-DOGS_WELLNESS_FOOD_ROYAL_CANIN_BREED_HEALTH_NUTRITION&locale=es_ES,http://www.medicanimal.com/product/~royal-canin-bulldog-adult/~product_id=1000112386/~category_id=MACTGR-DOGS_WELLNESS_FOOD_ROYAL_CANIN_BREED_HEALTH_NUTRITION,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=1000112386&category_id=MACTGR-DOGS_WELLNESS_FOOD_ROYAL_CANIN_BREED_HEALTH_NUTRITION&locale=en_GB,http://www.miscota.es/perros/royal-canin/bulldog-adult,http://animaux.miscota.fr/chiens/royal-canin/bulldog-adult,http://www.telepienso.com/products/royal-canin-bulldog-adulto,http://www.tiendanimal.es/royal-canin-bulldog-ingles-p-70.html,http://www.tiendanimal.fr/royal-canin-bulldog-anglais-p-70.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/royal_canin_perros_raza/bulldog/160757,http://www.zooplus.fr/shop/chiens/croquettes_chien/royal_canin_breed_croquettes_chien/bouledogue_croquettes_royal_canin/161214,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/royal-canin-breed-bulldog-anglais-adult--sf370/,
3182550711111,Royal Canin Diet Feline Hypoallergenic DR25 2.5 kg,Royal Canin,DIET,HYPOALLERGENIC,CAT,2.5,http://www.amazon.fr/Royal-Canin-Veterinary-Diet-Hypoallergenic/dp/B0041TRXLA,,,,http://www.croquetteland.com/royal-canin-feline-hypoallergenic-dr25.html,http://www.kiwoko.com/royal-canin-feline-veterinaria-diettica-hypoallergenic-p-9908.html,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=793&category_id=MACTGR-CATS_VET_FOOD_ROYAL_CANIN_VETERINARY_DIET&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=793&category_id=MACTGR-CATS_VET_FOOD_ROYAL_CANIN_VETERINARY_DIET&locale=fr_FR,http://www.medicanimal.com/product/~royal-canin-veterinary-diet-feline-hypoallergenic-dr-25/~product_id=793/~category_id=MACTGR-CATS_VET_FOOD_ROYAL_CANIN_VETERINARY_DIET,http://www.miscota.es/gatos/royal-canin/hypoallergenic-dr-25,http://animaux.miscota.fr/chats/royal-canin/hypoallergenique-dr-25,http://www.telepienso.com/products/royal-canin-hypoallergenic-feline,http://www.tiendanimal.es/royal-canin-hypoallergenic-feline-p-1699.html,http://www.tiendanimal.fr/royal-canin-hypoallergenic-feline-p-1699.html,http://www.zooplus.es/shop/tienda_gatos/pienso_gatos/royal_canin_veterinary_diet/alergias_e_intolerancias/307335,,,
3182550715812,Royal Canin Diet Feline Hypoallergenic DR25 4.5 kg,Royal Canin,DIET,HYPOALLERGENIC,CAT,4.5,http://www.amazon.fr/Royal-Canin-Hypoallergenic-DR25-Feline/dp/B003XJ4YQQ,http://www.bitiba.es/shop/gatos/pienso/royal_canin_veterinary_diet/royal_canin_hipoalegenico_gatos/381307,http://www.bitiba.fr/shop/chats/croquettes/royal_canin_veterinary_diet/allergies_alimentaires/340218,,http://www.croquetteland.com/royal-canin-feline-hypoallergenic-dr25.html,http://www.kiwoko.com/royal-canin-feline-veterinaria-diettica-hypoallergenic-p-9908.html,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=793&category_id=MACTGR-CATS_VET_FOOD_ROYAL_CANIN_VETERINARY_DIET&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=793&category_id=MACTGR-CATS_VET_FOOD_ROYAL_CANIN_VETERINARY_DIET&locale=fr_FR,http://www.medicanimal.com/product/~royal-canin-veterinary-diet-feline-hypoallergenic-dr-25/~product_id=793/~category_id=MACTGR-CATS_VET_FOOD_ROYAL_CANIN_VETERINARY_DIET,http://www.miscota.es/gatos/royal-canin/hypoallergenic-dr-25,http://animaux.miscota.fr/chats/royal-canin/hypoallergenique-dr-25,http://www.telepienso.com/products/royal-canin-hypoallergenic-feline,http://www.tiendanimal.es/royal-canin-hypoallergenic-feline-p-1699.html,http://www.tiendanimal.fr/royal-canin-hypoallergenic-feline-p-1699.html,http://www.zooplus.es/shop/tienda_gatos/pienso_gatos/royal_canin_veterinary_diet/alergias_e_intolerancias/307335,http://www.zooplus.fr/shop/chats/aliments_specifiques_therapeutiques_chat/royal_canin_veterinary_diet/allergies_intolerance_alimentaires_chat/301495,,
3182550711104,Royal Canin Diet Feline Obesity Management DP42 1.5 kg,Royal Canin,DIET,OBESITY,CAT,1.5,http://www.amazon.fr/Royal-Canin-Veterinary-Obesity-management/dp/B0041TQXNY,,,,http://www.croquetteland.com/royal-canin-feline-obesity-dp42.html,http://www.kiwoko.com/royal-canin-feline-veterinaria-diettica-obesity-management-p-9910.html,http://www.medicanimal.com/producto/~product_id=802,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=802&locale=fr_FR,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=802&locale=en_GB,,,http://www.telepienso.com/products/royal-canin-obesity-management-dp-42-feline,http://www.tiendanimal.es/royal-canin-obesity-management-feline-p-1705.html,http://www.tiendanimal.fr/royal-canin-obesity-management-feline-p-1705.html,,,http://www.wanimo.com/fr/chats/alimentation-pour-chat-sc6/royal-canin-vdiet-cat-obesity-dp-kg-sf796/,
3182550710893,Royal Canin Diet Feline Obesity Management DP42 3.5 kg,Royal Canin,DIET,OBESITY,CAT,3.5,http://www.amazon.fr/Royal-Canin-Obesity-Management-Feline/dp/B003UVALLO,http://www.bitiba.es/shop/gatos/pienso/royal_canin_veterinary_diet/royal_canin_sobrepeso_gatos/381305,http://www.bitiba.fr/shop/chats/croquettes/royal_canin_veterinary_diet/diabete_surpoids/340208,,http://www.croquetteland.com/royal-canin-feline-obesity-dp42.html,,http://www.medicanimal.com/producto/~product_id=802,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=802&locale=fr_FR,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=802&locale=en_GB,,,http://www.telepienso.com/products/royal-canin-obesity-management-dp-42-feline,http://www.tiendanimal.es/royal-canin-obesity-management-feline-p-1705.html,http://www.tiendanimal.fr/royal-canin-obesity-management-feline-p-1705.html,http://www.zooplus.es/shop/tienda_gatos/pienso_gatos/royal_canin_veterinary_diet/obesidad_sobrepeso/307333,http://www.zooplus.fr/shop/chats/aliments_specifiques_therapeutiques_chat/royal_canin_veterinary_diet/obesite_surpoids_royal_canin_veterinary_diet_chat/301498,http://www.wanimo.com/fr/chats/alimentation-pour-chat-sc6/royal-canin-vdiet-cat-obesity-dp-kg-sf796/,
3182550729598,Royal Canin Diet Feline Obesity Management DP42 6 kg,Royal Canin,DIET,OBESITY,CAT,6,http://www.amazon.fr/Royal-Canin-Veterinary-Obesity-management/dp/B003UV4ODA,,,,http://www.croquetteland.com/royal-canin-feline-obesity-dp42.html,http://www.kiwoko.com/royal-canin-feline-veterinaria-diettica-obesity-management-p-9910.html,http://www.medicanimal.com/producto/~product_id=802,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=802&locale=fr_FR,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=802&locale=en_GB,,,http://www.telepienso.com/products/royal-canin-obesity-management-dp-42-feline,http://www.tiendanimal.es/royal-canin-obesity-management-feline-p-1705.html,http://www.tiendanimal.fr/royal-canin-obesity-management-feline-p-1705.html,,,http://www.wanimo.com/fr/chats/alimentation-pour-chat-sc6/royal-canin-vdiet-cat-obesity-dp-kg-sf796/,
